500 600 400
A,1,48,9
A,1,533,6
A,1,571,8
A,2,1,1
A,2,84,1
A,2,230,8
A,2,310,5
A,2,401,9
A,2,559,1
A,2,578,2
A,3,61,2
A,3,593,2
A,4,124,9
A,4,247,9
A,4,305,4
A,5,1,5
A,5,18,7
A,5,183,5
A,5,342,8
A,6,49,8
A,6,409,2
A,7,231,4
A,9,64,1
A,9,307,2
A,9,549,9
A,10,99,6
A,10,105,3
A,10,189,7
A,10,580,6
A,11,137,6
A,11,448,4
A,11,472,8
A,12,45,2
A,12,384,9
A,12,387,3
A,12,397,3
A,12,425,2
A,13,34,2
A,13,429,3
A,13,453,1
A,14,128,3
A,14,166,8
A,14,244,7
A,14,349,7
A,14,597,4
A,15,25,9
A,15,30,6
A,15,167,4
A,16,222,1
A,16,363,4
A,16,499,9
A,16,526,4
A,17,454,1
A,17,590,9
A,19,200,1
A,19,510,8
A,19,568,4
A,20,413,5
A,21,24,3
A,21,151,3
A,21,357,9
A,21,426,3
A,21,572,4
A,21,577,2
A,22,154,9
A,22,374,1
A,23,252,1
A,23,495,8
A,23,524,8
A,24,42,4
A,24,433,2
A,24,501,5
A,24,521,8
A,24,528,2
A,24,529,5
A,25,126,2
A,25,129,1
A,25,323,2
A,25,442,3
A,26,483,1
A,26,525,7
A,27,16,3
A,27,285,8
A,27,495,5
A,28,553,1
A,29,554,9
A,30,253,1
A,30,293,3
A,31,114,6
A,31,133,7
A,31,421,7
A,31,497,7
A,31,535,2
A,32,105,6
A,32,284,9
A,32,306,5
A,32,468,5
A,32,486,3
A,32,491,6
A,32,520,9
A,32,576,4
A,33,176,1
A,34,98,4
A,34,295,9
A,34,463,4
A,34,553,4
A,35,44,7
A,35,91,8
A,35,152,8
A,35,197,2
A,36,200,8
A,36,231,5
A,36,280,5
A,36,367,1
A,36,550,3
A,37,78,3
A,37,122,6
A,37,182,3
A,37,183,8
A,37,345,1
A,38,110,1
A,38,356,5
A,38,503,1
A,38,515,7
A,39,254,2
A,39,444,3
A,39,466,9
A,39,469,9
A,39,500,1
A,40,142,3
A,41,176,8
A,41,435,9
A,41,439,6
A,41,471,8
A,41,577,3
A,42,34,1
A,42,234,8
A,43,240,3
A,43,282,3
A,43,404,9
A,44,150,9
A,44,322,5
A,45,93,4
A,45,375,5
A,45,404,6
A,45,416,5
A,45,426,6
A,46,69,1
A,46,330,8
A,46,335,1
A,47,10,4
A,47,46,6
A,47,173,1
A,47,179,9
A,47,411,3
A,47,481,3
A,48,46,1
A,48,126,1
A,48,193,3
A,49,111,7
A,49,314,2
A,49,399,8
A,50,211,6
A,50,266,3
A,50,297,6
A,50,427,6
A,51,19,6
A,51,294,3
A,51,375,3
A,51,597,7
A,52,31,8
A,52,78,1
A,52,152,5
A,52,191,3
A,52,397,2
A,53,170,8
A,53,268,7
A,53,299,6
A,54,165,3
A,54,528,8
A,55,155,4
A,55,231,7
A,55,261,5
A,55,323,9
A,56,198,3
A,56,488,7
A,56,588,4
A,57,80,2
A,57,111,4
A,57,406,7
A,58,106,2
A,58,133,4
A,58,154,2
A,58,292,2
A,59,13,8
A,59,116,7
A,59,417,6
A,60,51,2
A,60,102,4
A,60,280,4
A,61,72,9
A,61,310,2
A,61,497,7
A,61,566,4
A,62,254,9
A,62,266,2
A,62,370,2
A,63,15,2
A,63,232,9
A,63,447,5
A,63,565,3
A,63,574,7
A,64,3,4
A,64,179,2
A,65,35,7
A,65,440,2
A,65,509,6
A,66,9,5
A,66,212,5
A,66,246,5
A,66,419,3
A,67,3,5
A,67,11,5
A,67,48,8
A,67,295,7
A,68,227,6
A,68,335,6
A,68,515,7
A,68,548,8
A,69,99,7
A,69,438,8
A,69,466,2
A,69,513,5
A,70,230,4
